utt_id,label,speaker,attack,attack_tag,codec,condition,AASIST_score,error_type,confidence,AASIST-L_score,AASIST3_score,LFCC+LCNN_score,XLS-R+Nes2Net_score,XLS-R+AASIST_score,failed_model_count,model
E_0008852009,1,E_5158,bonafide,bonafide,C06,bonafide,,false_negative,0.9999944695300655,,,,5.53046993445605e-06,,,
E_0008322877,1,E_3079,bonafide,bonafide,C04,bonafide,,false_negative,0.9999938705850582,,,,6.129414941824507e-06,,,
E_0001884829,1,E_4570,bonafide,bonafide,C06,bonafide,,false_negative,0.9999937890061119,,,,6.210993888089433e-06,,,
E_0002799549,1,E_3267,bonafide,bonafide,C06,bonafide,,false_negative,0.9999933955041342,,,,6.6044958657585084e-06,,,
E_0001015980,1,E_0246,bonafide,bonafide,C04,bonafide,,false_negative,0.9999930713520371,,,,6.928647962922696e-06,,,
E_0008019416,1,E_4892,bonafide,bonafide,C02,bonafide,,false_negative,0.9999926478044472,,,,7.352195552812191e-06,,,
E_0000273503,1,E_4892,bonafide,bonafide,C10,bonafide,,false_negative,0.9999925815432107,,,,7.418456789309857e-06,,,
E_0008120075,1,E_4938,bonafide,bonafide,C02,bonafide,,false_negative,0.9999908164481894,,,,9.183551810565405e-06,,,
E_0004127541,1,E_4672,bonafide,bonafide,C02,bonafide,,false_negative,0.9999894668808338,,,,1.053311916621169e-05,,,
E_0005352502,1,E_2265,bonafide,bonafide,C05,bonafide,,false_negative,0.9999892461401032,,,,1.0753859896794893e-05,,,
E_0005273048,1,E_2893,bonafide,bonafide,C01,bonafide,,false_negative,0.9999891472243689,,,,1.0852775631065015e-05,,,
E_0007083315,1,E_2477,bonafide,bonafide,nocodec,bonafide,,false_negative,0.9999880044088059,,,,1.1995591194136068e-05,,,
E_0009100017,1,E_2265,bonafide,bonafide,C02,bonafide,,false_negative,0.9999878953412917,,,,1.210465870826738e-05,,,
E_0001333311,1,E_5108,bonafide,bonafide,C07,bonafide,,false_negative,0.9999872427461014,,,,1.275725389859872e-05,,,
E_0009264822,1,E_5158,bonafide,bonafide,nocodec,bonafide,,false_negative,0.9999871701038501,,,,1.2829896149924025e-05,,,
E_0007756722,1,E_4570,bonafide,bonafide,C05,bonafide,,false_negative,0.9999870839592404,,,,1.2916040759591851e-05,,,
E_0008117010,1,E_3566,bonafide,bonafide,C07,bonafide,,false_negative,0.9999864381043153,,,,1.3561895684688352e-05,,,
E_0009015647,1,E_4570,bonafide,bonafide,nocodec,bonafide,,false_negative,0.9999862068971197,,,,1.3793102880299557e-05,,,
E_0008501537,0,E_2066,A28,AC2,C11,spoof,,false_positive,0.9999785423278809,,,,,0.9999785423278809,,
E_0009392843,0,E_2066,A28,AC2,nocodec,spoof,,false_positive,0.9999778270721436,,,,,0.9999778270721436,,
E_0000540113,0,E_4428,A30,AC3,C11,spoof,,false_positive,0.9998849630355835,,,,,0.9998849630355835,,
E_0006016180,0,E_4428,A30,AC3,C08,spoof,,false_positive,0.9998599290847778,,,,,0.9998599290847778,,
E_0008828284,0,E_4512,A28,AC1,nocodec,spoof,,false_positive,0.99981290102005,,,,,0.99981290102005,,
E_0006375591,0,E_4512,A28,AC1,C06,spoof,,false_positive,0.9998067021369934,,,,,0.9998067021369934,,
E_0004895551,0,E_4428,A30,AC3,C09,spoof,,false_positive,0.9998002648353577,,,,,0.9998002648353577,,
E_0001145323,0,E_4428,A30,AC3,C10,spoof,,false_positive,0.9997517466545105,,,,,0.9997517466545105,,
E_0000567043,0,E_0392,A28,AC1,nocodec,spoof,,false_positive,0.9997164607048035,,,,,0.9997164607048035,,
E_0004854640,0,E_3261,A28,AC2,nocodec,spoof,,false_positive,0.9996973276138306,,,,,0.9996973276138306,,
E_0001845810,0,E_4512,A28,AC1,C08,spoof,,false_positive,0.9996950626373291,,,,,0.9996950626373291,,
E_0006183518,0,E_0392,A28,AC2,C05,spoof,,false_positive,0.9996447563171387,,,,,0.9996447563171387,,
E_0009616985,0,E_4315,A28,AC1,C06,spoof,,false_positive,0.9996434450149536,,,,,0.9996434450149536,,
E_0007844595,0,E_4315,A28,AC1,nocodec,spoof,,false_positive,0.999634861946106,,,,,0.999634861946106,,
E_0004854676,0,E_4512,A28,AC1,C05,spoof,,false_positive,0.9995917677879333,,,,,0.9995917677879333,,
E_0003554280,0,E_0392,A28,AC2,C01,spoof,,false_positive,0.9995830655097961,,,,,0.9995830655097961,,
E_0006541364,0,E_4428,A30,AC3,C06,spoof,,false_positive,0.9995701909065247,,,,,0.9995701909065247,,
E_0008734080,0,E_0392,A28,AC2,nocodec,spoof,,false_positive,0.9995144605636597,,,,,0.9995144605636597,,
E_0002125388,0,E_0392,A28,AC2,C06,spoof,,false_positive,0.9994958639144897,,,,,0.9994958639144897,,
E_0001674571,0,E_3760,A28,AC2,C11,spoof,,false_positive,0.9994146823883057,,,,,0.9994146823883057,,
E_0009719755,0,E_2427,A28,AC1,C11,spoof,,false_positive,0.9991518259048462,,,,,0.9991518259048462,,
E_0004052457,0,E_0392,A28,AC3,nocodec,spoof,,false_positive,0.9991068243980408,,,,,0.9991068243980408,,
E_0002726893,0,E_0392,A28,AC2,nocodec,spoof,,false_positive,0.999064028263092,,,,,0.999064028263092,,
E_0008892723,0,E_3575,A17,AC1,nocodec,spoof,,false_positive,0.9989497065544128,,,,,0.9989497065544128,,
E_0008004877,0,E_3760,A28,AC2,nocodec,spoof,,false_positive,0.9986155033111572,,,,,0.9986155033111572,,
E_0009386480,1,E_4732,bonafide,bonafide,C01,bonafide,,false_negative,0.9998059710051166,,,,,0.00019402899488341063,,
E_0003587788,1,E_0540,bonafide,bonafide,C04,bonafide,,false_negative,0.9998050798312761,,,,,0.00019492016872391105,,
E_0002034944,1,E_4677,bonafide,bonafide,C02,bonafide,,false_negative,0.999804318023962,,,,,0.00019568197603803128,,
E_0009917565,1,E_0424,bonafide,bonafide,C10,bonafide,,false_negative,0.9998034670570632,,,,,0.00019653294293675572,,
E_0007282922,1,E_1565,bonafide,bonafide,C03,bonafide,,false_negative,0.9998027688998263,,,,,0.00019723110017366707,,
E_0009750157,1,E_0110,bonafide,bonafide,C07,bonafide,,false_negative,0.9998021854553372,,,,,0.00019781454466283321,,
E_0008746380,1,E_2813,bonafide,bonafide,C03,bonafide,,false_negative,0.9998014908924233,,,,,0.00019850910757668316,,
E_0004880672,1,E_0237,bonafide,bonafide,C10,bonafide,,false_negative,0.9998011680872878,,,,,0.00019883191271219403,,
E_0000941552,1,E_2612,bonafide,bonafide,C07,bonafide,,false_negative,0.9998010825802339,,,,,0.0001989174197660759,,
E_0001063980,1,E_2813,bonafide,bonafide,C02,bonafide,,false_negative,0.9998009596456541,,,,,0.00019904035434592515,,
E_0004194504,1,E_2401,bonafide,bonafide,C01,bonafide,,false_negative,0.9998008698603371,,,,,0.00019913013966288418,,
E_0006652532,1,E_2749,bonafide,bonafide,C10,bonafide,,false_negative,0.9998008463153383,,,,,0.00019915368466172367,,
E_0003335951,1,E_3025,bonafide,bonafide,C02,bonafide,,false_negative,0.9998007654066896,,,,,0.0001992345933103934,,
E_0002748167,1,E_3172,bonafide,bonafide,C06,bonafide,,false_negative,0.9998007285321364,,,,,0.00019927146786358207,,
E_0005486734,1,E_4739,bonafide,bonafide,C02,bonafide,,false_negative,0.99980057857465,,,,,0.0001994214253500104,,
E_0003380873,1,E_0738,bonafide,bonafide,C04,bonafide,,false_negative,0.9998005386441946,,,,,0.00019946135580539703,,
E_0007472420,1,E_0286,bonafide,bonafide,C01,bonafide,,false_negative,0.9997997289028717,,,,,0.0002002710971282795,,
E_0009815165,1,E_4720,bonafide,bonafide,C03,bonafide,,false_negative,0.9997995974699734,,,,,0.00020040253002662212,,
E_0007256976,1,E_1994,bonafide,bonafide,C09,bonafide,,false_negative,0.9997994470613776,,,,,0.00020055293862242252,,
E_0003935910,1,E_4752,bonafide,bonafide,C07,bonafide,,false_negative,0.9997993506549392,,,,,0.00020064934506081045,,
E_0009661627,1,E_4145,bonafide,bonafide,C04,bonafide,,false_negative,0.9997992501739645,,,,,0.00020074982603546232,,
E_0002504345,1,E_0344,bonafide,bonafide,C04,bonafide,,false_negative,0.9997990809060866,,,,,0.00020091909391339868,,
E_0008595285,1,E_1575,bonafide,bonafide,C04,bonafide,,false_negative,0.9997988547256682,,,,,0.0002011452743317932,,
E_0006002337,1,E_1489,bonafide,bonafide,C03,bonafide,,false_negative,0.9997988463001093,,,,,0.0002011536998907104,,
E_0003979066,1,E_4145,bonafide,bonafide,C10,bonafide,,false_negative,0.9997986745438538,,,,,0.00020132545614615083,,
E_0000001095,0,,,,,,,shared_error,,,,,,,6.0,_universal
E_0000001209,0,,,,,,,shared_error,,,,,,,6.0,_universal
E_0000002442,0,,,,,,,shared_error,,,,,,,6.0,_universal
E_0000005670,1,,,,,,,shared_error,,,,,,,6.0,_universal
E_0000006501,0,,,,,,,shared_error,,,,,,,6.0,_universal
E_0000008568,1,,,,,,,shared_error,,,,,,,6.0,_universal
E_0000009445,0,,,,,,,shared_error,,,,,,,6.0,_universal
E_0000009549,1,,,,,,,shared_error,,,,,,,6.0,_universal
E_0000010111,1,,,,,,,shared_error,,,,,,,6.0,_universal
E_0000010150,1,,,,,,,shared_error,,,,,,,6.0,_universal
E_0000010373,1,,,,,,,shared_error,,,,,,,6.0,_universal
E_0000010880,0,,,,,,,shared_error,,,,,,,6.0,_universal
E_0000011055,0,,,,,,,shared_error,,,,,,,6.0,_universal
E_0000011700,0,,,,,,,shared_error,,,,,,,6.0,_universal
E_0000012417,1,,,,,,,shared_error,,,,,,,6.0,_universal
E_0000012608,1,,,,,,,shared_error,,,,,,,6.0,_universal
E_0000013637,0,,,,,,,shared_error,,,,,,,6.0,_universal
E_0000014851,1,,,,,,,shared_error,,,,,,,6.0,_universal
E_0000016032,1,,,,,,,shared_error,,,,,,,6.0,_universal
E_0000016664,1,,,,,,,shared_error,,,,,,,6.0,_universal
E_0000018396,1,,,,,,,shared_error,,,,,,,6.0,_universal
E_0000019862,1,,,,,,,shared_error,,,,,,,6.0,_universal
E_0000023266,0,,,,,,,shared_error,,,,,,,6.0,_universal
E_0000027995,1,,,,,,,shared_error,,,,,,,6.0,_universal
E_0000032172,0,,,,,,,shared_error,,,,,,,6.0,_universal
